codigoOC;FechaEnvioOC;NombreOC;DescripcionOC;EstadoOC;ProcedenciaOC;MonedaOC;MontoNetoOC;DescuentosOC;CargosOC;ImpuestosOC;MontoTotalOC;ImpuestosOC_CLP;MontoNetoOC_CLP;MetodoPago;TipoDespacho;Financiamiento;UnidadCompra;UnidadCompraRUT;RegionUnidadCompra;entCode;Institucion;Sector;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;RegionProveedor;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;NombreItem;DescripcionItem;CantidadItem;UnidadMedida;MonedaItem;MontoNetoItem;DescuentoItem;CargosItem;ImpuestoEspecificoItem;MontoTotalItem;MontoNetoItemCLP
1210674-83-SE24;15-04-2024 0:00:00;PRÓRROGA CONTRATO DE SERVICIOS DE MANTENCIÓN Y REPARACIONES PARA LAS RESIDENCIAS FAMILIARES MIGUEL CLARO, LAS HORTENSIAS, RAE QUINTA NORMAL, FAE Y CREAD CASA NACIONAL DEL NIÑO;;Recepcion Conforme;Trato Directo;CLP;52100840;0;0;9899159,6;61999999,6;9899159,6;52100840;30 dias contra la recepcion conforme de la factura;Despachar según programa adjuntado ;450;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;INMOBILIARIA Y CONSTRUCTORA SANTA ANA LIMITADA;76.062.452-7;OBRAS MENORES EN CONSTRUCCION (CONTRATISTAS, ALBANILES, CARPINTEROS)| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR;Pequeña;Región Metropolitana de Santiago;Servicios de construcción y mantenimiento;Servicios de atención, mantenimiento y reparaciones de edificios;Revestimientos de techos, paredes o metalistería;72101607;Instalación o reparación de paredes;Instalación o reparación de paredes;CONTRATO DE SERVICIOS DE MANTENCIÓN Y REPARACIONES PARA LAS RESIDENCIAS FAMILIARES MIGUEL CLARO, LAS HORTENSIAS, RAE QUINTA NORMAL, FAE Y CREAD CASA NACIONAL DEL NIÑO 3 MESES ABRIL A JUNIO;1;Unidad no definida;CLP;52100840;0;0;0;52100840;52100840
1208985-55-SE24;12-04-2024 0:00:00;RFA_Servicio de Suministro de Vestuario y Calzado;RFA_ Servicio de suministro de Vestuario y Calzado, para cubrir necesidades de las Residencias Familiares, en las cuales se atienden a grupos reducidos de niños, niñas y adolescentes.  El abono ofertado por proveedor, se verá reflejado en un descuento del 15 % realizado en cada compra que se realice.  Trato Directo por la causal contemplada en la letra G) del artículo 8 de la Ley N°19.886, Concordada con el art. 10  N°7 letra L) del Reglamento de Compras y Contrataciones Públicas, ya que proviene de Licitación Pública Id 1208110-2-LQ24 donde líneas de Vestuario y Calzado Cosme Nocera quedaron desiertas, sin ofertas.;Recepcion Conforme;Trato Directo;CLP;5073530;661765;0;838235,35;5250000,35;838235,35;5073530;30 dias contra la recepcion conforme de la factura;A convenir;302;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOC COMERCIAL NOCERA Y CIA LTDA;82.120.700-2;GRANDES TIENDAS - VESTUARIO Y PRODUCTOS PARA EL HOGAR| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR;Mediana;Región de Magallanes y de la Antártica;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Farmacéuticos;85121902;Farmacias;Farmacias;Servicio de Suministro de Servicio de Soporte Calzado, por monto ofertado con un 15% de abono $ 150.000.-;1;Unidad;CLP;966387;0;0;0;966387;966387
1208985-53-SE24;12-04-2024 0:00:00;RFAT_Servicio de Suministro de Vestuario y Calzado;RFAT_ Servicio de suministro de Vestuario y Calzado, para cubrir necesidades de las Residencias Familiares, en las cuales se atienden a grupos reducidos de niños, niñas y adolescentes.  El abono ofertado por proveedor, se verá reflejado en un descuento del 15 % realizado en cada compra que se realice.  Trato Directo por la causal contemplada en la letra G) del artículo 8 de la Ley N°19.886, Concordada con el art. 10  N°7 letra L) del Reglamento de Compras y Contrataciones Públicas, ya que proviene de Licitación Pública Id 1208110-2-LQ24 donde líneas de Vestuario y Calzado Cosme Nocera quedaron desiertas, sin ofertas.;Recepcion Conforme;Trato Directo;CLP;5073530;661765;0;838235,35;5250000,35;838235,35;5073530;30 dias contra la recepcion conforme de la factura;Retiramos de su bodega;301;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOC COMERCIAL NOCERA Y CIA LTDA;82.120.700-2;GRANDES TIENDAS - VESTUARIO Y PRODUCTOS PARA EL HOGAR| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR;Mediana;Región de Magallanes y de la Antártica;Ropa, maletas y productos de aseo personal;Artículos de baño o tocador;Artículos de baño y cuerpo;53131628;Shampoo;Shampoo;Servicio de Suministro de Servicio de Soporte de Vestuario y Calzado, por monto ofertado con un 15% de abono $ 637.500.-;1;Unidad;CLP;4107143;0;0;0;4107143;4107143
1208541-20-SE24;09-04-2024 0:00:00;TRATO DIRECTO CONTRATACIÓN DE SERVICIOS TERAPÉUTICOS;El archivo XML de la factura debe ser enviado al correo electrónico dipresrecepcion@custodium.com con copia a ofparica@mejorninez.cl, casilla exclusiva para la recepción de DTE, dentro de las 72 horas desde su emisión  ;Recepcion Conforme;Trato Directo;CLP;31654000;0;0;0;31654000;0;31654000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;198;ADMINISTRACIÓN DIRECTA REGIÓN DE ARICA;62.000.890-7;Region de Arica y Parinacota;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;ET TOBALABA SPA;76.891.924-0;;Pequeña;Región del Biobío ;Salud, servicios sanitarios y alimentación;Servicios para el cuidado de la salud de las personas;Ambulatorios;85101503;Servicios de consulta médica;Servicios de consulta médica;CONTRATACIÓN DE SERVICIOS TERAPÉUTICOS;1;Global;CLP;31654000;0;0;0;31654000;31654000
1208097-21-SE24;13-05-2024 0:00:00;Servicio de Encomienda y Correspondencia para la Dirección  Regional;TRATO O CONTRATACIÓN DIRECTA PARA EL SERVICIO DE ENCOMIENDA Y CORRESPONDENCIA PARA LA DIRECCIÓN REGIONAL DE VALPARAÍSO DEL SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA.;Recepcion Conforme;Trato Directo;CLP;2400000;0;0;0;2400000;0;2400000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;379;DIRECCION REGIONAL VALPARAISO;62.000.890-7;Region de Valparaiso;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;EMPRESA DE CORREOS DE CHILE;60.503.000-9;OTROS SERVICIOS DE TELECOMUNICACIONES N.C.P.;Grande;Región del Biobío ;Servicios de transporte, almacenaje y correo;Transporte de correo y carga;Servicios postales de pequeños paquetes y mensajería;78102203;Servicios de entrega o recolección de correo;Servicios de entrega o recolección de correo;;1;Unidad no definida;CLP;2400000;0;0;0;2400000;2400000
1208985-49-SE24;02-04-2024 0:00:00;RFA_Servicio de Suministro de Tarjetas Giftcard de alimentación y Art. de aseo personal para ser utilizadas en Supermercado Unimarc;RFA_Servicio de Suministro de Tarjetas giftcard de Alimentación y Art. de Aseo Personal  para ser utilizadas en Supermercado Unimarc, las cuales se requieren para cubrir necesidades de los Niños, niñas y Adolescentes de las Residencias Familiares de Administración Directa de la XII Región  Trato Directo causal Art. 10, N°7, letra L del reglamento de contrataciones públicas y proviene de Licitación Pública N° 1208110-2-LQ24.;Recepcion Conforme;Trato Directo;CLP;8000000;0;0;0;8000000;0;8000000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;273;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOCIEDAD DE CONFECCIONES CLER LIMITADA;76.045.081-2;FABRICACION DE PRENDAS DE VESTIR DE MATERIALES TEX;Grande;Región de la Araucanía ;Servicios profesionales, administrativos y consultorías de gestión empresarial;Servicios de apoyo a la administración de empresas;Servicios de apoyo a la gestión;80161504;Servicios administrativos;Servicios administrativos;GIFTCARD SUPERMERCADO UNIMARC PARA ASEO PERSONAL DE NNAJ.   PRESUPUESTO A PAGAR $ 3.000.000.- ;1;Unidad;CLP;3059100;59100;0;0;3000000;3000000
1208985-50-SE24;02-04-2024 0:00:00;RFA_ Servicio de Sala Cuna para hijo de Funcionari;RFA_ Se Requiere contratar el Servicio de Sala Cuna, para hijo de funcionaria Doña Anita Catepillán Leiva, que presta Servicios en la Residencia Familiar de Adolescentes (SALA CUNA Y JARDIN INFANTIL PEQUEÑOS ARTISTAS);Recepcion Conforme;Trato Directo;CLP;3611800;0;0;0;3611800;0;3611800;30 dias contra la recepcion conforme de la factura;A convenir;;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;KATHERINE PAOLA MOLINA ARAYA;10.464.047-8;ESTABLECIMIENTOS DE ENSENANZA PREESCOLAR;Micro;Región de Magallanes y de la Antártica;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;Jardines infantiles o salas cunas;6 DIAS (01 AL 06 DICIEMBRE 2024);6;Día;CLP;13300;0;0;0;79800;79800
1208985-45-SE24;02-04-2024 0:00:00;RFAT_Suministro de Tarjetas Giftcard Vestuario y Calzado en tiendas Falabella y Ripley ;RFAT_Servicio de Suministro de Tarjetas giftcard vestuario Falabella, Vestuario Ripley, Calzado Falabella y Calzado Ripley, para cubrir las necesidades de los Niños, niñas y Adolescentes de las Residencias Familiares de Administración Directa de la XII Región.  Trato Directo causal Art. 10, N°7, letra L del reglamento de contrataciones públicas y proviene de Licitación Pública N° 1208110-2-LQ24.;Recepcion Conforme;Trato Directo;CLP;15000000;0;0;0;15000000;0;15000000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;270;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOCIEDAD DE CONFECCIONES CLER LIMITADA;76.045.081-2;FABRICACION DE PRENDAS DE VESTIR DE MATERIALES TEX;Grande;Región de la Araucanía ;Servicios profesionales, administrativos y consultorías de gestión empresarial;Servicios de apoyo a la administración de empresas;Servicios de apoyo a la gestión;80161504;Servicios administrativos;Servicios administrativos;GIFT CARD VALIDAS PARA CANJE DE CALZADO EN TIENDAS FALABELLA   PRESUPUESTO A PAGAR $ 2.500.000.-;1;Unidad;CLP;2673000;173000;0;0;2500000;2500000
1208985-45-SE24;02-04-2024 0:00:00;RFAT_Suministro de Tarjetas Giftcard Vestuario y Calzado en tiendas Falabella y Ripley ;RFAT_Servicio de Suministro de Tarjetas giftcard vestuario Falabella, Vestuario Ripley, Calzado Falabella y Calzado Ripley, para cubrir las necesidades de los Niños, niñas y Adolescentes de las Residencias Familiares de Administración Directa de la XII Región.  Trato Directo causal Art. 10, N°7, letra L del reglamento de contrataciones públicas y proviene de Licitación Pública N° 1208110-2-LQ24.;Recepcion Conforme;Trato Directo;CLP;15000000;0;0;0;15000000;0;15000000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;270;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOCIEDAD DE CONFECCIONES CLER LIMITADA;76.045.081-2;FABRICACION DE PRENDAS DE VESTIR DE MATERIALES TEX;Grande;Región de la Araucanía ;Servicios profesionales, administrativos y consultorías de gestión empresarial;Servicios de apoyo a la administración de empresas;Servicios de apoyo a la gestión;80161504;Servicios administrativos;Servicios administrativos;GIFT CARD VALIDAS PARA EL CANJE DE VESTUARIO EN TIENDAS RIPLEY.   PRESUPUESTO A PAGAR $ 5.000.000.-;1;Unidad;CLP;5841000;841000;0;0;5000000;5000000
1208985-48-SE24;02-04-2024 0:00:00;RFA_Suministro de Tarjetas Giftcard Vestuario y Calzado en tiendas Falabella y Ripley;RFA_Servicio de Suministro de Tarjetas giftcard vestuario Falabella, Vestuario Ripley, Calzado Falabella y Calzado Ripley, para cubrir las necesidades de los Niños, niñas y Adolescentes de las Residencias Familiares de Administración Directa de la XII Región.  Trato Directo causal Art. 10, N°7, letra L del reglamento de contrataciones públicas y proviene de Licitación Pública N° 1208110-2-LQ24.;Recepcion Conforme;Trato Directo;CLP;15000000;0;0;0;15000000;0;15000000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;272;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOCIEDAD DE CONFECCIONES CLER LIMITADA;76.045.081-2;FABRICACION DE PRENDAS DE VESTIR DE MATERIALES TEX;Grande;Región de la Araucanía ;Servicios profesionales, administrativos y consultorías de gestión empresarial;Servicios de apoyo a la administración de empresas;Servicios de apoyo a la gestión;80161504;Servicios administrativos;Servicios administrativos;GIFT CARD VALIDAS PARA CANJE DE VESTUARIO EN TIENDAS FALABELLA,  PRESUPUESTO A PAGAR $ 5.000.000.-;1;Unidad;CLP;5346000;346000;0;0;5000000;5000000
1208100-11-SE24;26-03-2024 0:00:00;SERVICIO DE TRANSPORTE Y TRASLADO DE PASAJEROS ;TRATO DIRECTO RES. EX. A N° 20-2023 RES EX. 202-2024 AUMENTO DE PRESUPUESTO  Las facturas o boletas deberán ser emitidas a nombre del SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA, RUT N° 62.000.890-7. A través de la plataforma del Servicio de Impuestos Internos (SII), deberá indicarse en la referencia (campo 801) el ID de la Orden de Compra (OC). Si utiliza un sistema de facturación electrónico distinto al del SII, deberá asegurarse que el Contratista realice el envío del Documento Tributario Electrónico (DTE) en formato XML, al correo dipresrecepcion@custodium.com;Recepcion Conforme;Trato Directo;CLP;1800000;0;0;0;1800000;0;1800000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;DIRECCION REGIONAL OHIGGINS;62.000.890-7;Region del Libertador General Bernardo OHiggins;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;RADIO TAXI RANCAGUA FABIAN ESTEBAN MADRID ROMERO E.I.R.L.;77.343.095-0;OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.;Pequeña;Región del Libertador General Bernardo O´Higgins;Servicios de transporte, almacenaje y correo;Transporte de pasajeros;Transporte de pasajeros por carretera;78111804;Servicios de taxi;Servicios de taxi;AUMENTO DE PRESUPESTO  SERVICIO DE TRANSPORTE Y TRASLADO DE PASAJEROS, pago de acuerdo a consumo por los servicios de traslado de pasajeros efectivamente realizados. ;1;Unidad;CLP;1800000;0;0;0;1800000;1800000
1209395-122-SE24;07-05-2024 0:00:00;TD Servicio Lavandería RF Paula Jaraquemada Abril 2024;AUTORIZA TRATO DIRECTO CON EL PROVEEDOR BIOLAVANDERIA SPA, RUT: 76.570.054-k, PARA LA CONTRATACIÓN DEL SERVICIO DE LAVANDERÍA PARA RESIDENCIAS FAMILIARES DE ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANÍA, SEGÚN LO DISPUESTO POR EL ARTÍCULO N°10, N°7, LETRA l) DEL REGLAMENTO DE LA LEY N°19.886.;Recepcion Conforme;Trato Directo;CLP;118490;0;0;22513,1;141003,1;22513,1;118490;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;BIOLAVANDERIA SPA;76.570.054-k;LAVANDERIA;Micro;Región de la Araucanía ;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Servicios de lavado;91111502;Servicios de lavandería;Servicios de lavandería;Servicio de Lavandería para Residencia Familiar Paula Jaraquemada Abril 2024, según Comandas N° 201, 202, 205, 206, 207, 208;1;Global;CLP;118490;0;0;0;118490;118490
1209403-25-SE24;22-03-2024 0:00:00;AUTORIZA TRATO DIRECTO PARA CONTRATACIÓN ;AUTORIZA TRATO DIRECTO PARA LA CONTRATACIÓN DEL SERVICIO DE MANTENCIÓN DE 30.000 KM, PARA EL VEHÍCULO INSTITUCIONAL ADQUIRIDO PARA LA RESIDENCIA FAMILIAR COYHAIQUE DEL SERVICIO DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA, FUNDADO EN LA CAUSAL CONSIGNADA EN EL ARTÍCULO 10 N° 7 LETRA E) DEL D.S. Nº 250, DEL MINISTERIO DE HACIENDA, SOBRE REGLAMENTO DE LA LEY DE COMPRAS;Recepcion Conforme;Trato Directo;CLP;190746;0;0;36241,74;226987,74;36241,74;190746;30 dias contra la recepcion conforme de la factura;Despachar según programa adjuntado ;;ADMINISTRACIÓN DIRECTA REGIÓN DE AYSEN;62.000.890-7;Region Aysen del General Carlos IbaNez del Campo;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;IMPORTADORA TRANSWORLD SUPPLY LTDA.;76.045.356-0;IMPORTADORA, REPRESENTACIONES Y VENTAS VEHICULOS;Pequeña;Región de Magallanes y de la Antártica;Servicios de transporte, almacenaje y correo;Servicios de mantención o reparaciones de transportes;Mantención o reparación de vehículos;78180103;Servicios de cambio de fluidos de aceite o de la transmisión;Servicios de cambio de fluidos de aceite o de la t;Mantenciones según libro de registro y garantías del vehículo motorizado marca Toyota modelo 4Runner SR5 requiere realizar mantención de los 30.000 km del vehículo institucional patente SWCJ-46;1;Unidad no definida;CLP;190746;0;0;0;190746;190746
1177296-211-SE24;16-04-2024 0:00:00;JORNADA DE DIRECTORES REGIONALES;17 Y 18 DE ABRIL DE 2024;Recepcion Conforme;Trato Directo;CLP;2553200;0;0;485108;3038308;485108;2553200;30 dias contra la recepcion conforme de la factura;A convenir;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;HOTELERA Y TURISMO S A;96.511.350-9;TRANSMISION DE ENERGIA ELECTRICA| HOTELES;Grande;Región Metropolitana de Santiago;Servicios de Viajes, alimentación, alojamiento y entretenimiento;Instalaciones hoteleras, alojamientos y centros de eventos;Centros de eventos y reuniones;90111603;Salas de reuniones o banquetes;Salas de reuniones o banquetes;Servicio de Salón y coffe break, jornada 17 y 18 de abril de 2024.;1;Unidad no definida;CLP;2553200;0;0;0;2553200;2553200
1210674-57-SE24;20-03-2024 0:00:00;ADQ. SERVICIO DE MANTENCIÓN, RECARGA DE EXTINTORES Y ADQUISICIÓN DE GABINETES PARA LOS CENTROS DE AADD (EAA);;Recepcion Conforme;Trato Directo;CLP;3178000;0;0;603820;3781820;603820;3178000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;332;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;EXTINTORES VALENTINA SPA;77.387.209-0;REPARACION DE OTRO TIPO DE MAQUINARIA Y EQUIPOS INDUSTRIALES N.C.P.;Micro;Región Metropolitana de Santiago;Equipos y suministros de defensa, orden público, protección y seguridad;Protección contra incendios;Equipos para combatir incendios;46191601;Extintores;Extintores;MANTENCIÓN DE 165 EXTINTORES, RECARGA DE 8 EXTINTORES Y ADQUISICIÓN DE 40 GABINETES;1;Unidad no definida;CLP;3178000;0;0;0;3178000;3178000
1209395-97-SE24;08-04-2024 0:00:00;TD Servicio Lavandería RF Javiera Carrera Marzo 2024;AUTORIZA TRATO DIRECTO CON EL PROVEEDOR BIOLAVANDERIA SPA, RUT: 76.570.054-k, PARA LA CONTRATACIÓN DEL SERVICIO DE LAVANDERÍA PARA RESIDENCIAS FAMILIARES DE ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANÍA, SEGÚN LO DISPUESTO POR EL ARTÍCULO N°10, N°7, LETRA l) DEL REGLAMENTO DE LA LEY N°19.886.;Recepcion Conforme;Trato Directo;CLP;82691;0;0;15711,29;98402,29000000001;15711,29;82691;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;BIOLAVANDERIA SPA;76.570.054-k;LAVANDERIA;Micro;Región de la Araucanía ;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Servicios de lavado;91111502;Servicios de lavandería;Servicios de lavandería;Servicio de Lavandería para Residencia Familiar Javiera Carrera Marzo 2024, según Comanda N° 95 y 98;1;Global;CLP;82691;0;0;0;82691;82691
1208985-52-SE24;08-04-2024 0:00:00;RFA_ Servicio de Suministro de Farmacia y Perfumer;RFA_ Servicio de suministro de Farmacia y Perfumería, para cubrir necesidades de las Residencias Familiares, en las cuales se atienden a grupos reducidos de niños, niñas y adolescentes.  Trato Directo por la causal contemplada en la letra G) del artículo 8 de la Ley N°19.886, Concordada con el art. 10  N°7 letra L) del Reglamento de Compras y Contrataciones Públicas, ya que proviene de Licitación Pública Id 1208110-2-LQ24 donde líneas de perfumería y farmacia quedaron desiertas, sin ofertas.;Recepcion Conforme;Trato Directo;CLP;4411765;210084;0;798319,39;5000000,39;798319,39;4411765;30 dias contra la recepcion conforme de la factura;A convenir;285;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;FARMACEUTICA Y COMERCIALIZADORA MARCELO FABIAN AGÜ;76.750.786-0;FARMACIA, PERFUMERÍA, COSMETICOS Y MINIMARKET ;Pequeña;Región de Magallanes y de la Antártica;Ropa, maletas y productos de aseo personal;Artículos de baño o tocador;Artículos de baño y cuerpo;53131628;Shampoo;Shampoo;Servicio de Suministro de Servicio de Soporte Perfumería, por monto ofertado con un 5% de abono $ 2.100.000.-;1;Unidad;CLP;1764706;0;0;0;1764706;1764706
1208985-45-SE24;02-04-2024 0:00:00;RFAT_Suministro de Tarjetas Giftcard Vestuario y Calzado en tiendas Falabella y Ripley ;RFAT_Servicio de Suministro de Tarjetas giftcard vestuario Falabella, Vestuario Ripley, Calzado Falabella y Calzado Ripley, para cubrir las necesidades de los Niños, niñas y Adolescentes de las Residencias Familiares de Administración Directa de la XII Región.  Trato Directo causal Art. 10, N°7, letra L del reglamento de contrataciones públicas y proviene de Licitación Pública N° 1208110-2-LQ24.;Recepcion Conforme;Trato Directo;CLP;15000000;0;0;0;15000000;0;15000000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;270;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOCIEDAD DE CONFECCIONES CLER LIMITADA;76.045.081-2;FABRICACION DE PRENDAS DE VESTIR DE MATERIALES TEX;Grande;Región de la Araucanía ;Servicios profesionales, administrativos y consultorías de gestión empresarial;Servicios de apoyo a la administración de empresas;Servicios de apoyo a la gestión;80161504;Servicios administrativos;Servicios administrativos;GIFT CARD VALIDAS PARA CANJE DE VESTUARIO EN TIENDAS FALABELLA,  PRESUPUESTO A PAGAR $ 5.000.000.-;1;Unidad;CLP;5346000;346000;0;0;5000000;5000000
